date,rate
2006-06-01,5.02
2006-07-01,5.14
2006-08-01,4.91
2006-09-01,4.7
2006-10-01,4.59
2006-11-01,4.56
2006-12-01,4.43
2007-01-01,4.71
2007-02-01,4.88
2007-03-01,4.54
2007-04-01,4.53
2007-05-01,4.56
2007-06-01,4.94
2007-07-01,4.86
2007-08-01,4.53
2007-09-01,4.16
2007-10-01,4.05
2007-11-01,3.8
2007-12-01,2.93
2008-01-01,2.89
2008-02-01,2.22
2008-03-01,1.84
2008-04-01,1.94
2008-05-01,2.53
2008-06-01,2.82
2008-07-01,2.9
2008-08-01,2.79
2008-09-01,2.51
2008-10-01,2.12
2008-11-01,1.69
2008-12-01,1.16
2009-01-01,1.14
2009-02-01,1.27
2009-03-01,1.28
2009-04-01,1.16
2009-05-01,1.39
2009-06-01,1.52
2009-07-01,1.57
2009-08-01,1.72
2009-09-01,1.44
2009-10-01,1.36
2009-11-01,1.44
2009-12-01,1.14
2010-01-01,1.66
2010-02-01,1.41
2010-03-01,1.34
2010-04-01,1.63
2010-05-01,1.56
2010-06-01,1.26
2010-07-01,1.01
2010-08-01,0.85
2010-09-01,0.75
2010-10-01,0.63
2010-11-01,0.5
2010-12-01,0.84
2011-01-01,1.03
2011-02-01,1.04
2011-03-01,1.15
2011-04-01,1.31
2011-05-01,1.01
2011-06-01,0.74
2011-07-01,0.85
2011-08-01,0.55
2011-09-01,0.31
2011-10-01,0.39
2011-11-01,0.38
2011-12-01,0.41
2012-01-01,0.4
2012-02-01,0.31
2012-03-01,0.43
2012-04-01,0.5
2012-05-01,0.39
2012-06-01,0.34
2012-07-01,0.39
2012-08-01,0.32
2012-09-01,0.31
2012-10-01,0.31
2012-11-01,0.38
2012-12-01,0.34
2013-01-01,0.37
2013-02-01,0.4
2013-03-01,0.35
2013-04-01,0.36
2013-05-01,0.3
2013-06-01,0.5
2013-07-01,0.65
2013-08-01,0.65
2013-09-01,0.83
2013-10-01,0.66
2013-11-01,0.61
2013-12-01,0.59
2014-01-01,0.76
2014-02-01,0.64
2014-03-01,0.66
2014-04-01,0.91
2014-05-01,0.86
2014-06-01,0.83
2014-07-01,0.9
2014-08-01,0.94
2014-09-01,0.99
2014-10-01,1
2014-11-01,0.96
2014-12-01,0.9
2015-01-01,1.07
2015-02-01,0.78
2015-03-01,1.06
2015-04-01,0.86
2015-05-01,0.97
2015-06-01,0.99
2015-07-01,1.08
2015-08-01,0.99
2015-09-01,1.03
2015-10-01,0.92
2015-11-01,1.08
2015-12-01,1.19
2016-01-01,1.31
2016-02-01,1.01
2016-03-01,0.98
2016-04-01,0.9
2016-05-01,0.96
2016-06-01,1.07
2016-07-01,0.71
2016-08-01,0.78
2016-09-01,0.91
2016-10-01,0.91
2016-11-01,0.99
2016-12-01,1.45
2017-01-01,1.5
2017-02-01,1.49
2017-03-01,1.57
2017-04-01,1.47
2017-05-01,1.48
2017-06-01,1.45
2017-07-01,1.6
2017-08-01,1.5
2017-09-01,1.46
2017-10-01,1.63
2017-11-01,1.74
2017-12-01,1.9
2018-01-01,2.01
2018-02-01,2.33
2018-03-01,2.36
2018-04-01,2.37
2018-05-01,2.66
2018-06-01,2.61
2018-07-01,2.65
2018-08-01,2.78
2018-09-01,2.73
2018-10-01,2.9
2018-11-01,2.91
2018-12-01,2.84
2019-01-01,2.47
2019-02-01,2.5
2019-03-01,2.54
2019-04-01,2.29
2019-05-01,2.28
2019-06-01,1.79
2019-07-01,1.74
2019-08-01,1.67
2019-09-01,1.38
2019-10-01,1.51
2019-11-01,1.55
2019-12-01,1.63
2020-01-01,1.59
2020-02-01,1.34
2020-03-01,0.85
2020-04-01,0.28
2020-05-01,0.25
2020-06-01,0.2
2020-07-01,0.19
2020-08-01,0.13
2020-09-01,0.14
2020-10-01,0.16
2020-11-01,0.2
2020-12-01,0.22
2021-01-01,0.16
2021-02-01,0.17
2021-03-01,0.27
2021-04-01,0.35
2021-05-01,0.33
2021-06-01,0.31
2021-07-01,0.47
2021-08-01,0.33
2021-09-01,0.42
2021-10-01,0.49
2021-11-01,0.79
2021-12-01,0.85
2022-01-01,1.04
2022-02-01,1.39
2022-03-01,1.47
2022-04-01,2.61
2022-05-01,2.93
2022-06-01,2.84
2022-07-01,2.85
2022-08-01,2.82
2022-09-01,3.54
2022-10-01,4.12
2022-11-01,4.48
2022-12-01,3.98
2023-01-01,4.18
2023-02-01,3.75
2023-03-01,4.61
2023-04-01,3.73
2023-05-01,3.85
2023-06-01,3.98
2023-07-01,4.56
2023-08-01,4.57
2023-09-01,4.57
2023-10-01,4.88
2023-11-01,4.76
2023-12-01,4.31
2024-01-01,4.09
2024-02-01,3.96
2024-03-01,4.32
2024-04-01,4.51
2024-05-01,4.79
2024-06-01,4.62
2024-07-01,4.58
2024-08-01,3.96
2024-09-01,3.73
