date,rate
2002-01-01,4.52
2002-02-01,4.37
2002-03-01,4.43
2002-04-01,4.93
2002-05-01,4.49
2002-06-01,4.36
2002-07-01,4.08
2002-08-01,3.46
2002-09-01,3.04
2002-10-01,2.75
2002-11-01,2.92
2002-12-01,3.31
2003-01-01,3.05
2003-02-01,3.05
2003-03-01,2.66
2003-04-01,2.78
2003-05-01,2.82
2003-06-01,2.37
2003-07-01,2.48
2003-08-01,3.37
2003-09-01,3.63
2003-10-01,2.84
2003-11-01,3.34
2003-12-01,3.46
2004-01-01,3.36
2004-02-01,3.18
2004-03-01,2.98
2004-04-01,2.87
2004-05-01,3.63
2004-06-01,3.86
2004-07-01,3.74
2004-08-01,3.68
2004-09-01,3.32
2004-10-01,3.44
2004-11-01,3.36
2004-12-01,3.72
2005-01-01,3.64
2005-02-01,3.71
2005-03-01,4.02
2005-04-01,4.13
2005-05-01,3.88
2005-06-01,3.63
2005-07-01,3.84
2005-08-01,4.16
2005-09-01,3.85
2005-10-01,4.25
2005-11-01,4.47
2005-12-01,4.45
2006-01-01,4.3
2006-02-01,4.51
2006-03-01,4.63
2006-04-01,4.85
2006-05-01,4.99
2006-06-01,5.03
2006-07-01,5.11
2006-08-01,4.9
2006-09-01,4.68
2006-10-01,4.56
2006-11-01,4.52
2006-12-01,4.39
2007-01-01,4.68
2007-02-01,4.84
2007-03-01,4.5
2007-04-01,4.54
2007-05-01,4.54
2007-06-01,4.92
2007-07-01,4.9
2007-08-01,4.6
2007-09-01,4.26
2007-10-01,4.24
2007-11-01,4.02
2007-12-01,3.28
2008-01-01,3.28
2008-02-01,2.75
2008-03-01,2.48
2008-04-01,2.65
2008-05-01,3.06
2008-06-01,3.28
2008-07-01,3.33
2008-08-01,3.23
2008-09-01,3
2008-10-01,2.87
2008-11-01,2.71
2008-12-01,1.71
2009-01-01,1.72
2009-02-01,1.75
2009-03-01,1.86
2009-04-01,1.65
2009-05-01,2.03
2009-06-01,2.55
2009-07-01,2.51
2009-08-01,2.66
2009-09-01,2.33
2009-10-01,2.2
2009-11-01,2.33
2009-12-01,2.03
2010-01-01,2.65
2010-02-01,2.38
2010-03-01,2.28
2010-04-01,2.59
2010-05-01,2.47
2010-06-01,2.09
2010-07-01,1.8
2010-08-01,1.64
2010-09-01,1.41
2010-10-01,1.26
2010-11-01,1.17
2010-12-01,1.64
2011-01-01,2.02
2011-02-01,2.02
2011-03-01,2.11
2011-04-01,2.24
2011-05-01,1.96
2011-06-01,1.6
2011-07-01,1.8
2011-08-01,1.32
2011-09-01,0.9
2011-10-01,0.87
2011-11-01,0.9
2011-12-01,0.97
2012-01-01,0.89
2012-02-01,0.72
2012-03-01,0.89
2012-04-01,1.03
2012-05-01,0.84
2012-06-01,0.62
2012-07-01,0.67
2012-08-01,0.63
2012-09-01,0.62
2012-10-01,0.62
2012-11-01,0.73
2012-12-01,0.63
2013-01-01,0.76
2013-02-01,0.88
2013-03-01,0.75
2013-04-01,0.76
2013-05-01,0.65
2013-06-01,1.03
2013-07-01,1.39
2013-08-01,1.49
2013-09-01,1.68
2013-10-01,1.42
2013-11-01,1.37
2013-12-01,1.43
2014-01-01,1.72
2014-02-01,1.44
2014-03-01,1.46
2014-04-01,1.74
2014-05-01,1.66
2014-06-01,1.6
2014-07-01,1.66
2014-08-01,1.67
2014-09-01,1.69
2014-10-01,1.69
2014-11-01,1.63
2014-12-01,1.52
2015-01-01,1.61
2015-02-01,1.19
2015-03-01,1.57
2015-04-01,1.32
2015-05-01,1.5
2015-06-01,1.55
2015-07-01,1.7
2015-08-01,1.52
2015-09-01,1.49
2015-10-01,1.37
2015-11-01,1.57
2015-12-01,1.59
2016-01-01,1.73
2016-02-01,1.38
2016-03-01,1.31
2016-04-01,1.24
2016-05-01,1.32
2016-06-01,1.39
2016-07-01,1
2016-08-01,1.06
2016-09-01,1.18
2016-10-01,1.18
2016-11-01,1.3
2016-12-01,1.9
2017-01-01,1.94
2017-02-01,1.93
2017-03-01,1.99
2017-04-01,1.88
2017-05-01,1.84
2017-06-01,1.76
2017-07-01,1.93
2017-08-01,1.8
2017-09-01,1.73
2017-10-01,1.94
2017-11-01,2.01
2017-12-01,2.13
2018-01-01,2.25
2018-02-01,2.56
2018-03-01,2.58
2018-04-01,2.55
2018-05-01,2.82
2018-06-01,2.74
2018-07-01,2.75
2018-08-01,2.87
2018-09-01,2.78
2018-10-01,2.96
2018-11-01,2.96
2018-12-01,2.83
2019-01-01,2.49
2019-02-01,2.51
2019-03-01,2.56
2019-04-01,2.31
2019-05-01,2.31
2019-06-01,1.83
2019-07-01,1.79
2019-08-01,1.68
2019-09-01,1.35
2019-10-01,1.51
2019-11-01,1.55
2019-12-01,1.65
2020-01-01,1.67
2020-02-01,1.35
2020-03-01,0.88
2020-04-01,0.37
2020-05-01,0.36
2020-06-01,0.31
2020-07-01,0.31
2020-08-01,0.22
2020-09-01,0.26
2020-10-01,0.27
2020-11-01,0.38
2020-12-01,0.42
2021-01-01,0.36
2021-02-01,0.42
2021-03-01,0.71
2021-04-01,0.9
2021-05-01,0.84
2021-06-01,0.81
2021-07-01,0.89
2021-08-01,0.66
2021-09-01,0.78
2021-10-01,0.93
2021-11-01,1.2
2021-12-01,1.15
2022-01-01,1.37
2022-02-01,1.63
2022-03-01,1.56
2022-04-01,2.55
2022-05-01,3.01
2022-06-01,2.94
2022-07-01,2.88
2022-08-01,2.66
2022-09-01,3.39
2022-10-01,3.9
2022-11-01,4.27
2022-12-01,3.68
2023-01-01,3.94
2023-02-01,3.48
2023-03-01,4.27
2023-04-01,3.52
2023-05-01,3.64
2023-06-01,3.7
2023-07-01,4.19
2023-08-01,4.24
2023-09-01,4.29
2023-10-01,4.72
2023-11-01,4.67
2023-12-01,4.14
2024-01-01,3.93
2024-02-01,3.8
2024-03-01,4.17
2024-04-01,4.34
2024-05-01,4.64
2024-06-01,4.42
2024-07-01,4.44
2024-08-01,3.84
2024-09-01,3.65
