date,rate
1998-01-01,5.59
1998-02-01,5.36
1998-03-01,5.6
1998-04-01,5.55
1998-05-01,5.59
1998-06-01,5.52
1998-07-01,5.46
1998-08-01,5.46
1998-09-01,4.86
1998-10-01,4.17
1998-11-01,4.26
1998-12-01,4.44
1999-01-01,4.58
1999-02-01,4.65
1999-03-01,5.2
1999-04-01,5.01
1999-05-01,5.08
1999-06-01,5.54
1999-07-01,5.58
1999-08-01,5.65
1999-09-01,5.74
1999-10-01,5.73
1999-11-01,5.83
1999-12-01,6.04
2000-01-01,6.38
2000-02-01,6.6
2000-03-01,6.52
2000-04-01,6.45
2000-05-01,6.73
2000-06-01,6.61
2000-07-01,6.31
2000-08-01,6.27
2000-09-01,6.09
2000-10-01,5.98
2000-11-01,5.88
2000-12-01,5.62
2001-01-01,4.87
2001-02-01,4.55
2001-03-01,4.41
2001-04-01,4.22
2001-05-01,4.23
2001-06-01,4.22
2001-07-01,4.21
2001-08-01,3.83
2001-09-01,3.83
2001-10-01,2.82
2001-11-01,2.49
2001-12-01,2.82
2002-01-01,3.22
2002-02-01,3.08
2002-03-01,3.18
2002-04-01,3.74
2002-05-01,3.21
2002-06-01,3.19
2002-07-01,2.88
2002-08-01,2.15
2002-09-01,2.01
2002-10-01,1.8
2002-11-01,1.76
2002-12-01,2.07
2003-01-01,1.8
2003-02-01,1.72
2003-03-01,1.52
2003-04-01,1.5
2003-05-01,1.5
2003-06-01,1.33
2003-07-01,1.3
2003-08-01,1.85
2003-09-01,2.04
2003-10-01,1.47
2003-11-01,1.9
2003-12-01,2.12
2004-01-01,1.94
2004-02-01,1.83
2004-03-01,1.67
2004-04-01,1.65
2004-05-01,2.34
2004-06-01,2.6
2004-07-01,2.64
2004-08-01,2.66
2004-09-01,2.41
2004-10-01,2.63
2004-11-01,2.61
2004-12-01,3.01
2005-01-01,3.1
2005-02-01,3.29
2005-03-01,3.59
2005-04-01,3.75
2005-05-01,3.64
2005-06-01,3.5
2005-07-01,3.76
2005-08-01,4.04
2005-09-01,3.72
2005-10-01,4.21
2005-11-01,4.42
2005-12-01,4.45
2006-01-01,4.34
2006-02-01,4.59
2006-03-01,4.71
2006-04-01,4.86
2006-05-01,4.94
2006-06-01,5.04
2006-07-01,5.17
2006-08-01,4.97
2006-09-01,4.77
2006-10-01,4.66
2006-11-01,4.66
2006-12-01,4.52
2007-01-01,4.8
2007-02-01,4.96
2007-03-01,4.63
2007-04-01,4.6
2007-05-01,4.63
2007-06-01,4.97
2007-07-01,4.86
2007-08-01,4.56
2007-09-01,4.13
2007-10-01,4.02
2007-11-01,3.77
2007-12-01,2.9
2008-01-01,2.88
2008-02-01,2.09
2008-03-01,1.61
2008-04-01,1.8
2008-05-01,2.37
2008-06-01,2.51
2008-07-01,2.63
2008-08-01,2.51
2008-09-01,2.26
2008-10-01,1.82
2008-11-01,1.45
2008-12-01,0.9
2009-01-01,0.88
2009-02-01,0.89
2009-03-01,0.89
2009-04-01,0.83
2009-05-01,0.92
2009-06-01,0.97
2009-07-01,1.05
2009-08-01,1.18
2009-09-01,0.92
2009-10-01,0.87
2009-11-01,0.92
2009-12-01,0.67
2010-01-01,1.09
2010-02-01,0.86
2010-03-01,0.8
2010-04-01,1.05
2010-05-01,1
2010-06-01,0.78
2010-07-01,0.63
2010-08-01,0.56
2010-09-01,0.5
2010-10-01,0.42
2010-11-01,0.34
2010-12-01,0.53
2011-01-01,0.61
2011-02-01,0.61
2011-03-01,0.66
2011-04-01,0.8
2011-05-01,0.61
2011-06-01,0.44
2011-07-01,0.5
2011-08-01,0.38
2011-09-01,0.19
2011-10-01,0.24
2011-11-01,0.23
2011-12-01,0.27
2012-01-01,0.27
2012-02-01,0.23
2012-03-01,0.3
2012-04-01,0.33
2012-05-01,0.27
2012-06-01,0.25
2012-07-01,0.3
2012-08-01,0.24
2012-09-01,0.23
2012-10-01,0.25
2012-11-01,0.3
2012-12-01,0.25
2013-01-01,0.27
2013-02-01,0.27
2013-03-01,0.25
2013-04-01,0.23
2013-05-01,0.2
2013-06-01,0.3
2013-07-01,0.34
2013-08-01,0.35
2013-09-01,0.43
2013-10-01,0.33
2013-11-01,0.33
2013-12-01,0.3
2014-01-01,0.39
2014-02-01,0.3
2014-03-01,0.32
2014-04-01,0.44
2014-05-01,0.41
2014-06-01,0.39
2014-07-01,0.47
2014-08-01,0.47
2014-09-01,0.53
2014-10-01,0.53
2014-11-01,0.52
2014-12-01,0.49
2015-01-01,0.66
2015-02-01,0.49
2015-03-01,0.66
2015-04-01,0.55
2015-05-01,0.6
2015-06-01,0.64
2015-07-01,0.69
2015-08-01,0.68
2015-09-01,0.7
2015-10-01,0.64
2015-11-01,0.77
2015-12-01,0.91
2016-01-01,1.02
2016-02-01,0.81
2016-03-01,0.85
2016-04-01,0.76
2016-05-01,0.8
2016-06-01,0.91
2016-07-01,0.59
2016-08-01,0.67
2016-09-01,0.78
2016-10-01,0.8
2016-11-01,0.83
2016-12-01,1.14
2017-01-01,1.22
2017-02-01,1.22
2017-03-01,1.29
2017-04-01,1.24
2017-05-01,1.28
2017-06-01,1.28
2017-07-01,1.41
2017-08-01,1.34
2017-09-01,1.35
2017-10-01,1.49
2017-11-01,1.61
2017-12-01,1.78
2018-01-01,1.92
2018-02-01,2.16
2018-03-01,2.22
2018-04-01,2.25
2018-05-01,2.5
2018-06-01,2.47
2018-07-01,2.57
2018-08-01,2.67
2018-09-01,2.66
2018-10-01,2.82
2018-11-01,2.84
2018-12-01,2.83
2019-01-01,2.5
2019-02-01,2.52
2019-03-01,2.55
2019-04-01,2.33
2019-05-01,2.31
2019-06-01,1.82
2019-07-01,1.78
2019-08-01,1.73
2019-09-01,1.47
2019-10-01,1.56
2019-11-01,1.56
2019-12-01,1.61
2020-01-01,1.58
2020-02-01,1.36
2020-03-01,0.84
2020-04-01,0.23
2020-05-01,0.2
2020-06-01,0.14
2020-07-01,0.17
2020-08-01,0.11
2020-09-01,0.13
2020-10-01,0.14
2020-11-01,0.16
2020-12-01,0.17
2021-01-01,0.11
2021-02-01,0.11
2021-03-01,0.13
2021-04-01,0.17
2021-05-01,0.16
2021-06-01,0.16
2021-07-01,0.25
2021-08-01,0.17
2021-09-01,0.2
2021-10-01,0.27
2021-11-01,0.5
2021-12-01,0.56
2022-01-01,0.78
2022-02-01,1.18
2022-03-01,1.31
2022-04-01,2.44
2022-05-01,2.73
2022-06-01,2.66
2022-07-01,2.84
2022-08-01,2.9
2022-09-01,3.51
2022-10-01,4.12
2022-11-01,4.54
2022-12-01,4.25
2023-01-01,4.4
2023-02-01,4.09
2023-03-01,4.89
2023-04-01,3.97
2023-05-01,4.14
2023-06-01,4.33
2023-07-01,4.94
2023-08-01,4.92
2023-09-01,4.87
2023-10-01,5.12
2023-11-01,4.95
2023-12-01,4.56
2024-01-01,4.33
2024-02-01,4.2
2024-03-01,4.54
2024-04-01,4.72
2024-05-01,4.96
2024-06-01,4.82
2024-07-01,4.77
2024-08-01,4.16
2024-09-01,3.88
